ID,marital_status,Nacionality,Application_mode,Course,Previous_qualification,Mother_qualification,Father_qualification
3054,1,1,8,10,1,23,28
3055,5,1,4,8,3,13,28
3056,1,1,8,15,1,13,14
3057,1,1,1,3,1,19,24
3058,1,1,1,12,1,23,14
3059,1,1,1,12,1,13,27
3061,1,1,8,11,1,10,27
3062,1,1,8,14,1,13,1
3063,1,1,12,15,12,13,14
3064,1,1,8,10,1,23,1
3065,1,1,8,11,1,13,14
3066,1,1,15,5,14,1,1
3068,1,1,12,13,1,22,27
3069,1,1,12,6,9,22,27
3071,1,1,12,3,13,1,1
3072,1,1,15,10,14,1,14
3074,2,1,2,9,2,22,27
3076,1,1,12,14,1,1,1
3078,1,1,1,14,1,1,27
3079,1,1,15,6,14,10,28
3080,1,1,12,17,1,13,28
3081,1,1,1,12,1,13,27
3082,1,1,9,5,1,23,28
3083,1,1,1,8,1,3,14
3084,1,1,1,5,1,22,14
3086,1,1,14,17,1,22,27
3087,1,1,1,9,1,13,10
3088,5,1,12,12,3,22,28
3089,1,1,12,17,1,22,27
3090,1,1,1,10,1,22,27
3092,1,1,1,3,1,23,14
3093,1,1,14,12,1,17,28
3094,1,1,8,11,1,13,14
3095,1,1,1,10,1,13,28
3096,1,1,12,3,1,23,28
3097,1,1,8,15,1,23,14
3099,1,1,8,3,1,13,27
3100,1,1,1,12,1,23,14
3101,1,1,8,9,1,1,1
3102,1,1,12,14,1,22,27
3103,1,14,1,2,1,22,27
3104,1,1,8,10,1,13,14
3105,2,1,12,6,1,13,14
3106,1,1,1,12,1,1,28
3107,1,1,1,12,1,1,14
3109,1,1,1,9,1,1,28
3110,1,1,13,2,1,1,1
3111,1,1,8,12,1,4,4
3112,1,1,8,11,1,1,1
3114,1,1,1,15,1,1,14
3115,1,1,1,10,1,13,28
3116,1,1,1,12,1,22,27
3117,1,1,1,15,1,13,14
3118,1,1,8,11,1,13,14
3120,2,1,1,17,2,22,27
3121,1,1,1,13,1,22,28
3123,1,1,1,12,1,23,28
3124,1,1,8,12,1,13,27
3125,1,1,14,10,1,19,24
3127,1,1,9,9,1,13,14
3128,1,1,1,9,1,1,27
3129,1,1,1,15,1,1,28
3130,1,1,8,10,1,3,1
3131,1,1,1,12,1,23,28
3132,1,1,1,8,1,3,1
3135,1,1,1,2,1,1,30
3136,1,1,1,6,1,23,27
3137,1,1,12,6,3,2,3
3138,1,1,1,15,1,13,14
3140,1,1,12,6,1,13,1
3141,1,1,8,9,1,1,14
3142,1,1,1,9,1,23,28
3143,1,1,8,12,1,22,27
3144,1,1,1,10,1,22,28
3145,2,1,14,17,1,22,27
3146,1,1,1,10,1,3,1
3149,4,1,12,14,1,22,27
3151,1,1,1,2,1,3,1
3152,1,1,8,15,1,2,1
3153,1,1,1,2,1,3,3
3156,1,1,14,4,1,1,28
3157,1,1,1,9,1,13,14
3160,1,1,1,2,1,23,14
3161,1,14,1,11,1,1,1
3162,1,1,1,12,1,13,28
3163,1,1,1,10,1,1,28
3164,1,1,1,6,1,13,27
3165,1,1,1,6,1,1,1
3166,1,1,8,16,1,3,1
3167,1,1,12,17,1,13,28
3168,1,1,1,11,1,1,1
3169,1,1,1,12,1,1,27
3170,1,1,8,9,1,1,27
3171,1,1,9,16,1,1,3
3172,1,1,8,11,1,10,28
3173,1,1,12,13,1,23,14
3175,2,1,12,1,1,23,1
3176,1,1,1,12,1,13,14
3177,1,1,1,14,1,23,28
3178,1,1,1,12,1,3,14
3180,1,1,8,5,1,3,3
3181,1,1,12,8,12,13,3
3182,1,3,14,3,1,19,24
3184,1,1,1,6,1,1,28
3185,1,1,8,7,1,13,1
3186,1,1,12,8,8,10,26
3187,1,1,1,12,1,13,14
3188,1,1,8,9,1,13,28
3189,1,1,1,2,1,22,27
3190,1,1,12,4,1,13,14
3191,1,1,1,14,1,13,27
3193,1,1,13,5,1,3,2
3195,1,1,8,15,1,1,1
3197,1,1,1,9,1,1,14
3198,1,1,4,11,3,13,14
3199,1,1,1,12,1,1,1
3200,2,1,12,10,16,13,28
3201,1,1,1,15,1,1,3
3203,1,1,8,15,1,3,3
3204,1,1,8,15,1,23,1
3205,1,1,12,17,1,22,27
3206,1,1,1,9,1,5,1
3207,1,1,1,15,1,2,3
3208,1,1,1,10,1,1,28
3209,1,1,9,5,1,23,14
3210,1,1,4,4,3,3,3
3212,1,1,1,11,1,3,2
3213,1,1,15,4,14,3,14
3214,1,1,1,5,1,3,3
3215,1,1,1,11,1,3,1
3216,1,1,8,11,1,3,3
3217,1,1,1,7,1,22,27
3219,1,1,12,17,1,1,27
3220,1,1,8,14,1,22,27
3221,1,1,12,13,1,22,28
3222,1,1,1,14,1,13,28
3223,1,1,8,17,1,23,3
3224,1,1,12,9,9,13,27
3225,2,1,14,12,1,22,27
3226,1,1,1,6,1,13,28
3228,1,1,1,12,1,23,28
3229,1,1,1,12,1,23,28
3230,1,1,12,12,1,23,1
3232,1,1,1,15,1,13,28
3233,1,1,8,6,1,22,28
3234,1,1,1,12,1,1,1
3235,1,1,1,12,1,22,27
3236,1,1,8,6,1,1,14
3238,1,1,8,12,1,1,1
3239,1,1,1,10,1,3,1
3241,2,1,14,10,9,22,27
3242,1,1,12,3,12,22,27
3243,1,1,1,12,1,22,14
3244,1,1,8,16,1,23,28
3245,1,1,14,15,1,1,1
3246,1,1,8,15,1,2,3
3247,1,1,8,6,1,1,28
3248,1,1,8,9,1,22,28
3249,1,1,1,5,1,23,27
3250,1,1,4,13,2,22,27
3251,1,1,8,9,1,23,27
3252,1,1,14,8,6,1,20
3253,1,1,15,8,14,1,3
3254,1,14,6,6,1,3,3
3255,1,1,8,14,1,1,12
3256,1,1,1,12,1,23,28
3257,2,1,12,4,12,22,14
3258,1,1,15,9,14,13,1
3259,1,1,8,12,1,22,27
3260,1,1,1,6,1,2,1
3261,1,1,1,9,1,1,28
3262,1,1,12,3,1,10,5
3263,1,1,1,6,1,22,1
3264,1,1,1,16,1,13,14
3265,1,1,8,10,1,1,28
3266,1,1,8,14,1,3,1
3268,2,1,12,12,1,22,28
3269,1,1,14,15,1,19,24
3270,2,1,1,11,1,22,27
3271,2,1,12,3,1,23,28
3272,4,1,13,9,1,22,27
3274,1,1,12,4,12,22,27
3275,5,1,4,9,15,22,27
3276,1,1,16,1,1,13,14
3277,1,1,1,9,1,23,28
3278,1,8,14,9,1,3,27
3279,4,1,12,3,1,22,27
3280,1,14,8,13,1,1,1
3281,2,1,4,3,3,20,25
3283,1,1,1,11,1,23,26
3285,4,1,14,17,1,22,27
3286,1,1,4,13,17,23,14
3287,1,1,8,14,1,23,14
3288,1,1,12,17,1,1,27
3289,1,1,12,4,12,22,27
3290,1,1,1,10,1,1,1
3291,1,1,12,4,1,22,27
3292,1,1,1,10,1,22,27
3295,1,1,8,3,1,13,1
3297,1,1,12,12,1,13,14
3298,1,1,8,10,1,1,28
3299,1,1,1,12,1,23,14
3300,1,1,1,2,1,13,14
3301,1,1,8,12,1,13,1
3302,1,1,8,12,1,22,27
3303,1,1,1,6,1,23,27
3304,1,1,15,3,14,1,27
3305,1,1,1,15,1,1,1
3306,2,1,14,11,3,23,27
3307,1,1,4,3,3,13,27
3308,1,1,1,12,1,13,14
3309,2,1,12,12,1,13,14
3310,2,1,12,3,1,13,14
3311,1,1,1,6,1,25,30
3314,1,1,14,17,1,3,14
3315,2,1,1,17,1,22,14
3316,1,1,4,7,3,13,14
3317,1,1,1,2,1,1,1
3318,1,1,14,17,1,22,27
3319,1,1,7,5,1,1,1
3320,1,1,1,15,1,1,27
3321,1,1,1,9,1,23,27
3322,1,1,8,9,1,13,1
3323,1,1,8,7,1,3,1
3324,1,1,12,2,1,10,3
3326,2,1,14,17,1,22,27
3327,1,1,12,8,14,1,3
3330,1,1,1,10,1,1,14
3331,1,1,14,11,1,10,14
3332,1,1,8,7,1,1,1
3333,1,1,12,14,12,19,24
3334,1,1,1,15,1,23,28
3336,1,1,15,4,14,13,14
3337,1,1,14,14,1,19,24
3338,1,1,12,6,1,22,26
3340,1,1,1,15,1,19,1
3342,1,1,1,5,1,3,14
3344,1,1,12,6,1,25,1
3345,1,1,1,11,1,22,28
3346,1,1,12,12,1,22,27
3347,1,1,12,9,9,22,27
3348,1,1,12,4,1,23,27
3349,1,1,16,14,12,2,1
3351,2,1,15,4,14,22,27
3352,1,1,12,7,1,1,10
3353,1,1,1,15,1,23,1
3354,1,1,1,12,1,23,27
3355,2,1,12,4,12,23,14
3357,1,1,14,4,1,3,3
3358,4,1,12,12,1,1,14
3360,1,1,8,14,1,1,1
3361,1,1,1,15,1,13,1
3362,1,1,1,9,1,1,1
3363,1,1,4,9,2,3,27
3364,1,1,8,16,1,19,24
3365,1,1,1,10,1,19,27
3367,1,1,1,12,1,13,28
3369,1,1,8,11,1,1,1
3370,1,1,4,9,3,22,27
3371,1,1,1,12,1,22,1
3372,1,1,8,11,1,1,14
3373,1,1,8,9,1,22,27
3374,1,1,1,10,1,13,28
3375,1,1,15,4,14,23,28
3376,1,1,8,6,1,13,27
3377,1,1,1,16,1,23,28
3379,1,1,1,12,1,13,14
3380,1,1,12,12,1,13,14
3381,1,1,10,9,2,19,24
3382,1,1,8,10,1,22,28
3383,4,1,4,9,3,13,1
3385,1,1,1,10,1,13,28
3386,1,1,1,12,1,3,1
3387,1,1,8,6,1,23,28
3388,1,1,1,2,1,1,1
3390,1,1,8,16,1,23,28
3391,1,1,13,12,1,13,14
3392,1,1,1,5,1,1,1
3393,1,1,1,9,1,22,28
3395,1,1,17,6,16,13,27
3397,1,1,1,12,1,22,27
3398,2,1,1,12,1,1,14
3399,1,1,8,5,1,23,14
3400,1,1,1,10,1,23,28
3402,1,1,1,15,1,13,28
3403,1,1,8,12,1,13,14
3405,1,1,8,2,1,3,3
3407,1,1,1,12,1,1,14
3408,1,1,1,12,1,1,1
3409,1,1,1,15,1,13,28
3411,1,1,8,12,1,23,27
3413,1,1,1,12,1,1,14
3414,1,1,8,12,1,1,14
3417,1,1,1,11,1,23,14
3418,1,1,1,16,1,23,27
3419,1,1,8,10,1,13,28
3420,1,1,1,12,1,1,1
3421,1,1,15,6,14,22,28
3422,1,1,8,10,1,1,28
3423,2,1,12,17,3,3,1
3424,1,1,1,6,1,7,14
3425,2,1,14,9,1,22,27
3427,1,1,1,10,1,13,1
3428,1,1,14,3,1,22,27
3429,2,1,4,9,3,22,27
3430,1,1,16,5,1,13,14
3431,1,1,1,12,1,1,1
3432,1,1,1,15,1,23,28
3433,1,1,8,12,1,13,27
3434,1,1,1,15,1,1,28
3435,1,1,1,5,1,1,1
3436,1,1,1,15,1,1,28
3438,1,1,12,13,12,22,27
3439,1,1,8,13,1,22,28
3442,1,1,8,11,1,22,14
3443,1,1,1,15,1,1,14
3444,1,1,1,5,1,1,14
3445,1,1,1,12,1,13,1
3446,1,1,7,6,1,3,3
3447,1,1,1,2,1,1,14
3448,1,1,1,15,1,13,27
3449,1,1,1,12,1,3,3
3452,1,1,13,12,1,1,1
3453,1,1,1,12,1,22,28
3454,1,1,8,9,1,22,27
3455,1,1,1,10,1,13,1
3456,1,1,4,10,3,22,27
3457,1,1,15,4,14,22,28
3458,1,1,8,10,1,4,3
3459,4,1,14,17,9,22,27
3460,1,1,1,12,1,23,27
3462,1,1,4,6,3,22,27
3464,1,1,8,5,1,3,1
3465,2,1,12,9,1,22,27
3467,1,1,8,16,1,13,14
3470,1,1,1,12,1,23,14
3471,2,1,12,3,12,23,14
3472,4,1,12,3,12,22,27
3473,2,1,1,9,1,19,24
3474,1,1,1,7,1,23,14
3475,1,1,8,6,1,23,28
3476,1,1,7,4,1,1,27
3477,1,1,14,17,1,22,27
3479,1,1,1,11,1,23,27
3480,1,1,1,12,1,22,27
3481,1,1,8,2,1,22,27
3482,1,1,15,4,14,22,27
3483,2,1,12,12,1,22,27
3484,1,1,12,12,1,22,27
3485,2,1,12,14,1,13,28
3486,1,1,1,12,1,13,1
3487,1,1,1,14,1,1,1
3488,1,1,12,8,1,1,1
3489,1,1,1,10,1,1,1
3490,1,1,1,2,1,22,27
3491,2,1,14,17,1,22,27
3492,2,1,12,17,12,23,28
3493,1,1,4,7,3,22,27
3494,1,1,8,14,1,22,28
3495,1,1,1,4,1,23,14
3496,2,1,12,17,1,22,27
3497,2,1,14,17,1,22,27
3498,1,1,1,15,1,23,28
3500,1,1,1,9,1,1,14
3501,1,1,12,5,1,22,27
3502,1,1,6,14,1,22,10
3503,1,1,15,4,14,1,3
3504,1,1,1,14,1,1,1
3505,1,1,8,9,1,22,27
3506,1,1,8,11,1,22,27
3507,1,1,1,14,1,1,1
3509,1,1,15,5,14,1,1
3510,1,1,8,12,1,1,1
3512,1,1,1,2,1,13,14
3513,4,1,12,14,12,22,27
3514,1,1,12,14,1,9,9
3516,1,1,8,2,1,3,10
3517,1,1,1,7,1,23,28
3518,2,1,13,11,1,2,2
3519,1,1,14,17,1,22,27
3520,1,1,14,17,4,3,3
3521,1,1,8,2,1,22,27
3522,1,1,1,14,1,1,1
3525,1,1,15,4,14,13,28
3526,2,1,12,4,1,1,3
3527,1,1,14,12,1,2,4
3528,1,1,9,7,1,1,14
3530,1,1,1,14,1,3,1
3532,1,1,1,9,1,1,28
3533,2,1,12,11,12,19,24
3534,1,1,12,17,1,19,24
3535,1,1,16,17,14,1,4
3536,1,1,12,17,1,22,27
3537,1,1,12,9,12,23,14
3538,1,1,8,11,1,13,27
3539,1,1,1,5,1,1,14
3540,1,1,8,7,1,1,3
3541,1,1,8,14,1,23,27
3545,1,1,8,12,1,13,27
3546,1,1,8,12,1,13,28
3547,2,1,14,8,7,19,24
3548,1,1,12,14,1,22,27
3549,1,1,1,12,1,2,14
3551,1,1,12,10,12,22,27
3552,1,1,14,9,1,22,27
3553,1,1,15,7,14,13,27
3555,1,1,15,6,14,23,28
3557,1,1,12,4,1,1,1
3559,1,1,1,14,1,2,1
3561,1,1,8,15,1,1,27
3562,1,1,12,8,12,19,24
3563,1,1,15,7,14,3,28
3564,1,1,15,7,14,13,3
3565,2,1,12,17,1,1,3
3566,2,1,14,5,2,22,27
3567,1,1,1,7,1,13,14
3568,1,1,8,7,1,1,14
3569,1,1,12,6,12,3,1
3570,1,1,8,5,1,1,14
3571,1,1,8,7,1,1,28
3572,1,1,14,17,9,10,10
3574,1,1,1,11,1,1,28
3575,1,1,1,8,1,4,3
3576,1,1,8,9,1,1,1
3577,1,1,13,12,1,13,14
3578,1,1,8,6,1,1,3
3579,1,1,1,14,1,3,27
3580,1,1,15,4,14,13,1
3581,2,1,1,13,1,13,14
3582,1,1,12,17,1,23,27
3584,1,1,12,3,1,3,14
3585,1,1,12,1,1,13,27
3586,1,1,4,2,3,1,2
3587,1,1,14,5,1,1,2
3588,1,1,9,15,1,23,27
3589,1,1,4,17,15,1,3
3592,1,1,4,14,3,16,27
3593,1,1,1,15,1,13,28
3595,1,1,15,4,14,13,28
3597,1,1,7,10,1,13,28
3598,1,1,7,15,1,22,27
3599,1,1,14,9,1,4,14
3600,1,1,9,2,1,1,4
3601,1,1,8,15,1,2,1
3602,1,1,1,15,1,13,14
3604,1,1,8,15,1,13,1
3605,1,1,1,15,1,3,1
3606,1,1,15,5,14,1,1
3608,1,1,8,7,1,13,1
3611,1,1,8,14,1,1,1
3612,1,1,15,6,14,13,27
3613,1,1,1,7,1,1,10
3615,1,1,8,14,1,13,1
3617,1,1,1,10,1,13,28
3618,1,1,8,15,1,1,1
3619,1,1,8,10,1,13,27
3620,1,14,6,6,1,22,27
3621,1,1,1,12,1,1,14
3622,1,1,1,10,1,13,27
3623,1,1,9,3,1,3,14
3624,1,1,1,9,1,3,14
3626,1,1,8,3,1,19,24
3628,1,1,1,2,1,3,27
3629,1,1,1,14,1,13,14
3630,1,1,1,12,1,13,1
3631,1,1,1,15,1,23,14
3633,1,1,12,11,1,22,27
3634,1,1,1,6,1,3,28
3635,1,1,13,12,6,22,1
3636,1,1,1,15,1,3,14
3638,2,1,1,12,1,23,28
3639,1,1,1,14,1,1,14
3640,1,1,1,15,1,13,28
3641,1,1,1,11,1,22,27
3642,1,1,8,3,1,13,1
3643,1,1,8,6,1,1,27
3644,1,1,1,10,1,23,27
3645,1,1,8,10,1,26,1
3647,1,1,8,10,1,22,27
3648,1,1,1,12,1,13,28
3649,5,1,12,16,12,22,27
3650,1,1,14,5,1,1,28
3652,1,1,8,13,1,23,27
3654,1,1,1,15,1,1,14
3655,1,1,15,10,14,1,1
3656,1,1,1,6,1,1,14
3657,1,1,1,12,1,22,3
3658,1,1,1,17,1,13,27
3660,1,1,1,10,1,13,1
3661,1,1,1,15,1,3,3
3662,1,1,1,6,1,23,28
3663,1,1,8,12,1,23,27
3664,1,1,1,12,1,10,27
3666,2,1,13,5,1,22,17
3667,1,1,13,9,1,19,24
3668,1,14,1,10,1,13,14
3669,1,1,13,12,1,3,3
3670,1,1,1,2,1,1,3
3671,1,6,8,6,1,22,27
3672,1,1,15,6,14,13,27
3673,1,1,12,3,12,13,14
3674,1,1,1,5,1,1,1
3675,1,1,8,5,1,23,14
3676,1,10,14,10,1,22,14
3677,1,1,1,15,1,13,28
3678,1,1,8,14,1,1,14
3679,1,1,3,16,1,13,14
3680,1,1,1,2,1,22,28
3682,1,1,12,17,1,22,27
3683,1,1,9,2,1,13,2
3684,2,1,12,9,1,22,27
3685,1,1,14,4,1,1,1
3686,1,1,1,9,1,19,24
3687,1,1,1,9,1,13,28
3688,5,1,12,10,1,13,28
3690,1,1,8,9,1,13,1
3691,1,1,8,7,1,13,1
3692,1,1,12,14,1,23,27
3693,1,1,8,7,1,13,27
3694,1,1,8,2,1,1,1
3695,1,1,12,17,12,13,27
3696,1,1,14,11,1,22,27
3698,1,1,1,12,1,23,28
3699,1,1,1,6,1,3,1
3702,1,1,1,9,1,1,1
3703,1,1,12,7,1,22,27
3704,1,1,9,14,1,22,28
3705,1,1,16,9,1,1,14
3706,1,1,1,9,1,23,1
3707,1,1,8,2,1,22,27
3708,1,1,8,5,1,1,1
3709,1,1,8,14,1,1,14
3710,1,1,8,6,1,23,28
3711,1,1,15,2,14,13,28
3712,1,1,12,9,1,1,14
3713,1,1,14,1,1,22,27
3714,1,1,12,14,9,22,1
3716,1,1,15,8,14,4,4
3717,1,1,1,2,1,22,27
3718,1,1,14,9,1,1,28
3719,1,1,8,14,1,13,27
3721,5,1,4,5,3,22,27
3722,1,1,12,4,9,13,1
3723,1,1,8,7,1,1,1
3724,1,1,1,14,1,1,1
3725,1,1,15,4,14,1,1
3726,1,1,14,17,1,22,27
3727,1,1,8,14,1,23,1
3728,1,1,16,3,2,13,28
3729,1,1,1,4,1,23,28
3730,1,1,14,12,1,1,28
3731,1,1,16,5,1,23,28
3732,1,1,1,2,1,4,3
3733,2,1,12,10,1,22,27
3734,1,1,14,9,1,13,1
3735,1,1,1,12,1,23,27
3738,1,1,8,7,1,3,1
3739,1,1,8,7,1,22,27
3740,1,1,16,14,1,3,1
3742,1,1,8,14,1,13,28
3744,1,1,8,16,1,10,1
3745,1,1,1,2,1,3,1
3746,1,1,1,12,1,1,1
3747,1,1,14,8,1,24,3
3748,1,1,1,12,1,1,14
3749,1,1,1,5,1,3,14
3750,1,1,8,12,1,23,28
3751,1,1,1,5,1,3,1
3752,1,1,1,15,1,1,1
3753,1,1,14,12,6,22,27
3754,1,1,12,6,12,13,27
3755,1,1,9,12,1,3,1
3756,1,1,12,3,1,22,27
3757,1,1,1,12,1,1,3
3759,1,1,8,17,1,23,27
3760,1,1,2,9,1,22,27
3761,1,1,4,10,3,1,1
3762,1,1,1,6,1,13,28
3763,1,1,1,10,1,1,14
3764,1,1,8,10,1,13,28
3765,1,1,1,12,1,22,28
3766,1,1,9,5,1,23,27
3767,1,1,8,15,1,22,1
3769,1,1,1,15,1,1,1
3770,1,1,15,8,14,1,14
3771,1,1,15,4,14,1,1
3772,1,1,1,10,1,1,28
3773,1,1,12,6,12,22,27
3774,1,1,1,10,1,1,14
3775,1,1,1,6,1,22,27
3776,1,1,15,4,14,3,1
3777,1,1,1,5,1,13,2
3780,1,1,9,12,1,3,3
3781,1,1,1,5,1,1,28
3782,1,1,8,16,1,1,14
3784,1,1,4,3,15,22,14
3786,1,14,8,2,1,1,1
3787,1,1,1,10,1,23,28
3789,1,1,8,10,1,1,34
3790,1,1,1,12,1,13,14
3791,1,1,15,8,14,3,1
3792,1,1,9,7,1,13,1
3793,1,1,8,15,1,13,28
3794,1,1,8,7,1,13,14
3795,1,1,1,7,1,4,28
3796,1,1,1,11,1,1,14
3797,1,1,14,14,1,3,14
3798,1,1,1,14,1,13,28
3799,2,1,12,6,9,1,29
3800,1,1,8,16,1,19,14
3801,1,1,9,12,1,22,27
3802,4,1,14,3,1,23,27
3803,1,1,14,3,8,19,24
3804,1,1,1,9,1,1,14
3805,2,1,14,17,1,22,27
3806,1,1,1,5,1,19,27
3807,1,1,12,3,12,19,24
3808,4,1,11,5,2,19,24
3809,2,1,12,3,1,19,24
3811,1,1,12,3,1,22,27
3812,1,1,14,10,1,22,27
3813,1,1,4,3,17,13,14
3814,1,1,14,10,1,11,12
3816,1,1,1,10,1,13,14
3817,1,1,8,4,1,23,27
3818,1,1,8,10,1,13,27
3819,1,1,12,11,1,3,14
3821,1,1,12,4,1,1,28
3822,1,1,8,15,1,22,27
3823,1,1,15,8,14,23,14
3825,1,1,1,2,1,1,28
3826,1,1,12,11,12,22,27
3827,1,1,15,4,14,22,27
3828,1,1,1,7,1,10,1
3829,1,1,1,6,1,23,28
3830,1,1,1,12,1,1,1
3833,1,1,1,10,1,23,14
3834,1,1,1,15,1,1,14
3835,2,1,12,4,1,2,2
3836,1,1,14,15,1,1,3
3837,1,1,8,9,1,3,28
3838,1,1,1,9,1,23,1
3839,1,1,1,2,1,22,27
3842,1,1,12,4,12,3,1
3843,1,1,7,9,1,22,27
3844,1,1,1,8,1,6,9
3845,1,1,12,6,9,19,24
3846,1,1,14,15,1,22,28
3847,1,1,8,15,1,1,23
3848,1,1,12,4,1,22,27
3849,1,1,1,15,1,13,28
3850,1,1,14,17,1,22,14
3851,4,1,12,15,9,22,27
3852,1,1,14,4,1,22,27
3853,2,1,1,4,1,22,27
3854,1,1,12,10,1,22,20
3855,1,1,1,15,1,3,10
3856,1,1,12,11,1,22,27
3857,1,1,12,17,12,23,14
3858,1,1,1,14,1,23,14
3859,1,1,14,17,1,22,14
3860,1,1,12,4,12,22,14
3861,1,1,9,15,1,23,28
3862,1,1,1,15,1,13,28
3863,1,1,1,10,1,23,14
3864,1,1,14,6,1,3,14
3865,1,1,8,15,1,1,1
3866,1,1,1,12,1,22,27
3867,1,1,8,12,1,13,14
3868,1,1,15,4,14,1,14
3869,1,1,12,6,1,1,1
3870,1,1,8,14,1,1,27
3871,1,1,1,9,1,23,28
3872,1,1,14,12,6,1,14
3873,1,1,1,5,1,13,14
3874,1,1,12,8,1,1,1
3875,1,1,14,12,12,19,24
3876,1,1,8,12,1,1,1
3877,1,10,9,12,1,1,1
3878,1,1,14,12,6,23,27
3879,2,1,12,17,1,22,27
3880,1,1,8,15,1,13,10
3881,1,1,1,11,1,1,14
3882,1,1,1,14,1,22,28
3883,1,1,1,10,1,22,27
3884,1,1,4,12,3,1,27
3885,1,1,9,10,1,23,28
3888,1,1,8,6,1,23,28
3889,1,1,1,13,1,1,28
3892,1,1,1,9,1,1,1
3893,4,1,12,6,1,22,27
3895,1,1,1,12,1,23,27
3897,1,1,8,12,1,23,1
3898,2,1,12,11,1,22,27
3900,1,1,1,12,1,22,28
3903,2,1,12,9,1,23,27
3904,1,1,9,12,1,23,27
3905,4,1,12,11,1,22,27
3906,1,1,1,12,1,22,27
3908,2,1,12,10,1,23,28
3909,1,1,12,7,1,22,27
3911,2,1,15,3,14,22,14
3912,1,1,1,11,1,1,14
3913,1,1,1,14,1,15,21
3914,2,1,14,17,3,22,14
3915,1,1,1,9,1,22,27
3916,1,1,8,3,1,23,27
3917,1,1,1,16,1,13,10
3919,1,1,8,12,1,1,1
3920,1,1,1,10,1,23,1
3921,1,1,8,12,1,23,14
3922,1,1,1,10,1,13,14
3923,4,1,12,3,1,22,27
3926,1,1,8,12,1,13,1
3927,1,1,1,15,1,23,27
3928,1,1,1,2,1,13,27
3930,1,2,1,15,1,1,1
3931,1,1,1,8,1,3,1
3932,1,1,4,17,15,13,14
3934,1,1,9,14,1,23,28
3936,1,1,1,8,1,22,27
3938,1,1,1,12,1,13,1
3939,1,1,1,12,1,3,1
3941,1,1,12,16,12,13,4
3942,1,1,8,10,1,3,3
3943,5,1,12,9,1,1,1
3944,5,1,12,4,1,1,1
3945,1,1,8,15,1,22,27
3946,1,1,8,2,1,3,1
3947,1,1,8,13,1,23,27
3948,2,1,12,14,1,22,14
3949,1,1,14,9,1,1,14
3950,1,1,9,6,1,22,27
3951,1,1,4,9,3,6,19
3952,1,1,1,12,1,1,14
3953,1,1,1,6,1,22,9
3954,1,1,1,15,1,3,2
3955,1,1,12,12,12,1,14
3956,1,1,1,9,1,23,14
3957,1,1,8,6,1,22,28
3958,1,1,8,12,1,13,14
3959,1,1,1,6,1,23,27
3960,1,1,12,6,1,22,27
3961,1,1,13,12,1,22,1
3962,1,1,8,12,1,22,27
3963,1,1,1,2,1,13,28
3964,1,1,8,10,1,13,14
3965,1,1,1,12,1,13,14
3966,1,1,15,4,14,13,14
3968,1,1,15,6,14,3,14
3969,1,1,15,17,14,22,27
3970,1,1,1,5,1,22,27
3971,1,1,1,12,1,13,28
3972,1,1,12,17,1,22,27
3973,1,1,14,12,1,1,14
3974,1,1,14,6,1,13,28
3975,1,1,8,12,1,22,27
3976,1,1,1,12,1,13,14
3977,1,1,8,12,1,22,1
3978,1,1,1,16,1,13,14
3980,1,1,8,10,1,1,28
3981,1,1,1,6,1,25,4
3982,1,1,8,12,1,1,14
3983,1,1,8,10,1,23,28
3984,1,1,12,4,1,23,28
3985,1,1,8,5,1,22,28
3986,1,1,1,15,1,22,27
3987,1,1,1,12,1,1,1
3988,1,1,1,6,1,13,27
3989,1,1,14,10,1,23,14
3990,1,14,6,16,1,28,1
3991,1,1,1,16,1,13,27
3992,1,1,8,10,1,23,14
3993,1,9,1,15,1,22,27
3994,1,1,1,2,1,3,1
3995,2,1,12,17,1,22,27
3996,1,1,1,16,1,1,1
3997,4,1,12,13,12,13,14
3998,4,1,4,12,15,13,14
3999,1,1,8,12,1,1,28
4000,2,1,12,7,1,19,24
4001,1,1,13,7,1,3,3
4002,2,1,12,11,12,13,14
4003,1,1,1,12,1,22,27
4004,1,1,1,5,1,22,27
4005,2,1,12,6,1,22,27
4006,1,1,15,4,14,22,27
4007,1,1,12,4,1,1,27
4008,1,1,9,16,1,23,27
4009,1,1,8,11,1,23,1
4010,1,1,12,13,12,22,27
4012,2,14,12,14,1,22,14
4013,1,1,16,12,1,22,28
4014,1,1,8,12,1,13,28
4015,4,1,12,17,1,22,27
4016,1,1,8,11,1,13,1
4017,4,1,12,3,1,22,27
4018,1,1,8,11,1,23,28
4019,1,1,1,12,1,1,1
4020,1,1,1,14,1,3,1
4021,1,1,1,3,1,3,1
4022,1,1,9,9,1,13,14
4023,1,1,4,12,3,13,3
4026,1,1,12,4,1,22,27
4027,1,1,1,12,1,13,28
4028,1,1,1,5,1,1,28
4029,4,1,4,12,3,3,14
4030,1,1,8,8,1,23,27
4032,1,1,1,12,1,2,14
4033,1,1,1,2,1,3,3
4034,2,1,12,3,12,19,24
4035,2,1,4,8,2,13,14
4036,1,1,12,14,1,1,14
4038,1,1,1,6,1,1,14
4039,1,1,1,16,1,3,14
4040,1,1,1,6,1,3,1
4041,1,1,8,10,1,23,1
4042,1,1,1,15,1,13,14
4044,1,1,8,10,1,23,28
4045,1,1,1,12,1,13,28
